class,DS,PS,MDD,ACD,SD,KD,CFID,tSNE_silhouette,DTW,mmd2,mmd_sigma,energy,psd_l2,discriminator_auc,ks_stat,ks_p,wasserstein,mean_diff_proj
AF,0.5720732057248836,0.3291200382592061,0.1578475346648536,0.026095880961177875,0.7290951013565063,2.0970077514648438,29.68663753857266,0.08017554134130478,0.2608780681515369,0.0008159346964815573,77.49836264264074,0.30487614109740946,0.1510063111782074,0.565581178336891,0.0439453125,0.2761807002659681,0.6303991641661923,0.053370989859104156
NSR,0.5634266951277834,0.27932568149210907,0.05109597903348414,0.04333108944808114,0.279659628868103,1.4350757598876953,10.63356898402014,0.01598069816827774,0.21874088677586984,0.0005066202777666007,77.57062301935608,0.24632902440085047,0.18035796284675598,0.5518357420303042,0.0810546875,0.0023851741974474216,0.7155777537846006,-0.6185879707336426
