class,DS,PS,MDD,ACD,SD,KD,CFID,tSNE_silhouette,DTW,mmd2,mmd_sigma,energy,psd_l2,discriminator_auc,ks_stat,ks_p,wasserstein,mean_diff_proj
AF,0.5836416465455903,0.35155428024868485,0.09136295126127132,0.02294235252693104,0.5228580236434937,0.8222751617431641,2.553072779054184,0.07418396323919296,0.26114257699920995,0.0007343345342945007,77.50880311311138,0.2943120720902357,0.10462505370378494,0.5847660006298772,0.0458984375,0.23100441666637422,0.9825453706380358,0.1984746903181076
NSR,0.511711586240683,0.23045911047345768,0.04976448765059173,0.012558628839106056,0.024697303771972656,2.121614456176758,1.5484013575254738,0.016720138490200043,0.23979736325588405,0.000345378239770433,77.54769924716788,0.22523663037044628,0.07591305673122406,0.5201357035378101,0.080078125,0.002802959484071061,0.7676195928647758,-0.6978827118873596
